question,answer
「Carousel」には過去のブロードウェイ作品出身のバレエダンサーも参加していますか？,はい、「An American in Paris」出身のLeigh-Ann Esty、David Prottas、Laura Feigや、「Come Fly Away」出身のAmy Ruggieroなど、ベテランのブロードウェイバレエダンサーが多数出演しています。
Alexander Ekmanの『Midsummer Night's Dream』はどのような作品ですか？,現実との境界を曖昧にする夢幻的な作品で、巨大な干し草の俵、長い宴会テーブル、傘、ビーチチェアなど多数の小道具を使用し、Joffrey Balletのカンパニー全員が出演する大規模な舞台です。
『Midsummer Night's Dream』におけるMikael KarlssonとAnna von Hausswolffの役割は何ですか？,Mikael Karlssonはスウェーデン人作曲家として本作のために楽曲を委嘱制作し、歌手のAnna von Hausswolffがその楽曲をステージ上で演奏・歌唱します。彼女はナレーターとして公演の重要な一部を担っています。
Joffrey BalletとAlexander Ekmanの関係について教えてください。,今回の『Midsummer Night's Dream』はJoffrey BalletがEkmanの作品を上演する4作目にあたります。芸術監督Wheaterは「Ekmanが私たちを信頼して作品を完全に実現させようとしていることの表れだ」と述べています。
Ekmanの『Midsummer Night's Dream』の公演日程と会場はどこですか？,シカゴのAuditorium Theatreにて、4月25日から5月6日まで上演されます。
DesignWizardはrebelCon 2017にどのように関わっていますか？,DesignWizardは技術系の仲間たちと協力してrebelCon 2017のスポンサーとして参加し、イベントの共同創設に携わっています。
rebelConとはどのようなイベントですか？,rebelConは非営利のソフトウェア開発カンファレンスです。DesignWizardをはじめとする複数のテック企業が協力して開催するイベントです。
rebelCon 2017はいつ、どこで開催されますか？,rebelCon 2017は2017年6月16日（金曜日）に、Republic of Workにて1日限りのイベントとして開催されます。
アトランタからの4人の容疑者が行った詐欺チェック換金スキームの手口はどのようなものでしたか？,アトランタから来た4人が地元の浮浪者を雇い、浮浪者の写真付きIDを撮影して盗んだ口座番号と組み合わせた偽造小切手を作成。浮浪者に銀行で換金させ、報酬として約80ドルを支払う手口でした。
McNeightが強盗被害を受けた経緯と、それがBCSO捜査の発端となった理由を教えてください。,"McNeightは銀行で1,600ドルの偽造小切手を換金後、約束を破って半額を持って逃走。JohnathonとGermarco Johnsonにガソリンスタンドで捕まり、タイヤアイアンで脅されて金品を奪われたため、BCSoに強盗として通報したことが捜査の発端となりました。"
アトランタから来た4人の容疑者の名前と逮捕の経緯はどのようなものでしたか？,Clarence Suggs（27歳）とReginald Hughes（26歳）はEast Avenueの店舗付近で逮捕。Johnathan Johnson（22歳）とGermarco Johnson（27歳）はLynn Havenのスーパー駐車場で車両追跡により逮捕されました。Rilesが提供した車両ナンバー情報が特定の鍵となりました。
浮浪者のScott McNeightとJames Dean Rilesはそれぞれどのような行動を取りましたか？,McNeightは換金後に約束を破り半額を持って逃走し強盗被害に遭いました。一方Rilesは2つ目の銀行で換金成功後に80ドルを受け取り、Millvilleで降ろされた後、パナマシティ警察に自ら通報し車両ナンバー情報を提供しました。
逮捕された7人の容疑者とそれぞれの主な罪状を教えてください。,Suggs・Hughesは偽造・詐欺関連罪（各2件）。Johnathan Johnsonは武器による強盗・偽造等に加え保護観察違反。Germarco Johnsonは銃器による強盗・偽造等。Sinardは偽造小切手行使・器物損壊等。McNeightとRilesは偽造小切手行使・窃盗罪で逮捕されました。
